iter	Logloss
360	0.5128882558
361	0.512770412
362	0.5125622204
363	0.5123730487
364	0.5122438758
365	0.5120816405
366	0.5118633118
367	0.5116481973
368	0.5115074581
369	0.5113449543
370	0.5111558561
371	0.5109985848
372	0.5108063097
373	0.5106652097
374	0.5104806586
375	0.510276477
376	0.5101015613
377	0.5098820112
378	0.5097190508
379	0.5095249011
380	0.5093620037
381	0.5091957995
382	0.5090250292
383	0.5088562137
384	0.5086719878
385	0.5085372722
386	0.5083374757
387	0.5081860312
388	0.5080120827
389	0.5078740933
390	0.507676124
391	0.5074886238
392	0.5072873905
393	0.5071592216
394	0.506995188
395	0.5068226137
396	0.5066340991
397	0.5064555304
398	0.5062816492
399	0.5061012476
400	0.5059390772
401	0.5057506493
402	0.5055485052
403	0.5053625636
404	0.5052331385
405	0.5050578069
406	0.5048999897
407	0.5047312839
408	0.5045390165
409	0.5043086971
410	0.5040957209
411	0.503937697
412	0.5037448293
413	0.5036022328
414	0.50346654
415	0.5032813661
416	0.5030781467
417	0.5028501416
418	0.5026757233
419	0.5025309145
420	0.5023565256
421	0.5021396664
422	0.501986855
423	0.5018218101
424	0.5016908093
425	0.501551366
426	0.501391792
427	0.5012319276
428	0.501064815
429	0.5009236071
430	0.500759586
431	0.5006211756
432	0.5004250978
433	0.5002334387
434	0.500063037
435	0.4998917622
436	0.4997042523
437	0.4995944899
438	0.4994348106
439	0.4993152228
440	0.4991160525
441	0.4989608913
442	0.4988192702
443	0.4986809295
444	0.4985014964
445	0.4983396631
446	0.498176154
447	0.4980376558
448	0.4978693752
449	0.4977045533
450	0.4975140701
451	0.4973296408
452	0.497180712
453	0.4969759157
454	0.4967906593
455	0.4966426631
456	0.4964681066
457	0.4962803156
458	0.4962074905
459	0.4960409847
460	0.4958476144
461	0.4956570799
462	0.4954911099
463	0.4953586889
464	0.4951932585
465	0.4950272915
466	0.494834015
467	0.4946871613
468	0.494540177
469	0.4943492199
470	0.4941854962
471	0.4940050083
472	0.493851122
473	0.4936745456
474	0.4935029267
475	0.4933783645
476	0.4932271832
477	0.4930742356
478	0.4928599819
479	0.4927077202
480	0.4925266255
481	0.4923344148
482	0.492183101
483	0.4920305636
484	0.4918838286
485	0.4917055608
486	0.4915706895
487	0.4913841214
488	0.4912088324
489	0.4910504024
490	0.4908781564
491	0.4907310091
492	0.4905679482
493	0.4903697362
494	0.490240583
495	0.4900566335
496	0.4899143522
497	0.4897740186
498	0.4896319476
499	0.4895046277
500	0.4893516368
501	0.4891906551
502	0.4890365624
503	0.4888477457
504	0.4887038509
505	0.4885393701
506	0.4883538149
507	0.4882381299
508	0.4880596691
509	0.4879022206
510	0.4877599308
511	0.4875963911
512	0.4874242148
513	0.4872455127
514	0.4870558021
515	0.4868834295
516	0.4867160492
517	0.4865461749
518	0.4864050225
519	0.4862637799
520	0.4861305829
521	0.48595359
522	0.4857634683
523	0.4856130552
524	0.4854893164
525	0.4853341028
526	0.4851311402
527	0.484942359
528	0.4848179815
529	0.4846637005
530	0.4845036685
531	0.4843472633
532	0.4841737048
533	0.4840276875
534	0.4838676282
535	0.4837149157
536	0.4835725242
537	0.4833933197
538	0.4831716723
539	0.48299358
540	0.482832168
541	0.4826729709
542	0.4825015639
543	0.4823649525
544	0.4821869978
545	0.4820535634
546	0.4819017164
547	0.4817806635
548	0.481609666
549	0.4814655375
550	0.4812988916
551	0.4811670065
552	0.4810131672
553	0.4808635896
554	0.4807288394
555	0.4805453587
556	0.480439015
557	0.4803314407
558	0.4802361082
559	0.4801051908
560	0.4799797133
561	0.4798459109
562	0.4796984341
563	0.4795619221
564	0.47938507
565	0.4792359163
566	0.4791041823
567	0.478968927
568	0.4788014128
569	0.4786391393
570	0.4784994238
571	0.4783747195
572	0.4782234091
573	0.4780602162
574	0.4778698085
575	0.4776874085
576	0.4775117013
577	0.4773776641
578	0.4772314567
579	0.4770702644
580	0.4769432127
581	0.4768209792
582	0.4766652437
583	0.4765244547
584	0.476415622
585	0.4762526072
586	0.4761051636
587	0.475950269
588	0.4757809013
589	0.4756400137
590	0.4755383034
591	0.475319047
592	0.475164744
593	0.4750676996
594	0.4749157786
595	0.4747871126
596	0.4746053571
597	0.4744187075
598	0.4742456243
599	0.4740888521
600	0.4739338615
601	0.4737892129
602	0.4735932724
603	0.4734388716
604	0.4732524946
605	0.4731339209
606	0.472993552
607	0.4728640529
608	0.4727325992
609	0.47257515
610	0.4724426226
611	0.4722990848
612	0.4721936742
613	0.4720540333
614	0.4719344957
615	0.4717552648
616	0.4716140718
617	0.4714975142
618	0.471373922
619	0.4712513753
620	0.4711150832
621	0.4709788472
622	0.4708481998
623	0.4706836409
624	0.4705042984
625	0.4703753922
626	0.4702269208
627	0.4700805298
628	0.4699334018
629	0.4697155911
630	0.4695395346
631	0.4693463758
632	0.4691782595
633	0.4689932658
634	0.4688593002
635	0.4687118221
636	0.4685808189
637	0.4684256479
638	0.4682916264
639	0.4681570887
640	0.4680097506
641	0.4678587873
642	0.4677045022
643	0.4675166994
644	0.4674616365
645	0.4672996614
646	0.4671358897
647	0.4669796014
648	0.4668563698
649	0.4667062628
650	0.466574166
651	0.4664392612
652	0.4662817602
653	0.466162915
654	0.4659974731
655	0.4658346533
656	0.4656876702
657	0.4655541653
658	0.465412218
659	0.4652711255
660	0.4651649837
661	0.4650237103
662	0.4648658147
663	0.4647208352
664	0.4645720421
665	0.4644071823
666	0.4642167794
667	0.4640857145
668	0.463923327
669	0.4637691302
670	0.4636526802
671	0.4635150076
672	0.4633700298
673	0.4632165798
674	0.4631111076
675	0.4629500853
676	0.462801021
677	0.4626477667
678	0.4625315136
679	0.4623624194
680	0.4622413946
681	0.4621301391
682	0.4619926055
683	0.461846934
684	0.4617187915
685	0.461586021
686	0.4614842446
687	0.4613335063
688	0.4611775812
689	0.461047627
690	0.4609338653
691	0.4608111427
692	0.460657439
693	0.460505253
694	0.4603689042
695	0.4602910574
696	0.4601425042
697	0.4599719181
698	0.4598579319
699	0.4596876302
700	0.45952229
701	0.4593636756
702	0.4591854355
703	0.4590446007
704	0.4589156012
705	0.4587582482
706	0.4586263212
707	0.4585069172
708	0.458334581
709	0.4581880066
710	0.4580293428
711	0.4578858022
712	0.4577683733
713	0.457613225
714	0.4574822894
715	0.4573491254
716	0.4572128304
717	0.4570610807
718	0.4569392303
719	0.4568116756
720	0.4566787056
721	0.4565327024
722	0.4564311742
723	0.4562781404
724	0.4561472639
725	0.4559870912
726	0.4558765558
727	0.4557518882
728	0.4556305935
729	0.4554884287
730	0.4553233581
731	0.4551440175
732	0.4550144123
733	0.4548634026
734	0.4547153442
735	0.4546055178
736	0.4544942336
737	0.4543991977
738	0.4542817453
739	0.4541593693
740	0.4540455396
741	0.4538746183
742	0.4537316765
743	0.4536006032
744	0.4534705424
745	0.4533344992
746	0.4532143687
747	0.4530888442
748	0.4529315821
749	0.4527761656
750	0.4526117579
751	0.4525009542
752	0.4523496527
753	0.4522344129
754	0.452116122
755	0.4519525991
756	0.451833336
757	0.4517480748
758	0.4515744102
759	0.4514390614
760	0.4513376276
761	0.4511509835
762	0.4509700102
763	0.4508292546
764	0.4506699696
765	0.4505454831
766	0.4503984662
767	0.4502328073
768	0.4501227834
769	0.4499616065
770	0.4498757203
771	0.4497196658
772	0.4495621825
773	0.449395935
774	0.4492536839
775	0.4491454696
776	0.4489766757
777	0.4488377605
778	0.4487223526
779	0.4486111838
780	0.4485016937
781	0.448395538
782	0.4482428736
783	0.4481203016
784	0.4479972976
785	0.447821911
786	0.4476694864
787	0.4474872249
788	0.4473557849
789	0.4471757103
790	0.4470573902
791	0.4469209756
792	0.4467752396
793	0.4466552355
794	0.446525491
795	0.4463652303
796	0.4462351637
797	0.4461489546
798	0.4460113393
799	0.4458809421
800	0.445715382
801	0.4456192271
802	0.4455059554
803	0.4453516502
804	0.4452112822
805	0.4450840149
806	0.4449640641
807	0.4448316735
808	0.4446905462
809	0.444565355
810	0.4444173227
811	0.4442952377
812	0.4441472864
813	0.4440357287
814	0.4439140933
815	0.4437811311
816	0.4436576574
817	0.4435547131
818	0.4434102752
819	0.4432674816
820	0.4431289135
821	0.4430333332
822	0.4428239024
823	0.4427050265
824	0.4425763845
825	0.4424553046
826	0.442354887
827	0.4422448484
828	0.4421042942
829	0.4419564967
830	0.4418336459
831	0.4417010096
832	0.441562979
833	0.4414255014
834	0.4412948177
835	0.4411454458
836	0.4409939603
837	0.4408645576
838	0.4407266494
839	0.4406118601
840	0.4404566362
841	0.4403221442
842	0.4401891064
843	0.4400416967
844	0.4398999384
845	0.4397682476
846	0.4396097307
847	0.4394737778
848	0.4393639905
849	0.4392169208
850	0.4391026048
851	0.4389623072
852	0.4388394727
853	0.4387437877
854	0.4386001602
855	0.4384605757
856	0.4383326763
857	0.4381825632
858	0.4380446874
859	0.4378792911
860	0.4377820816
861	0.4376380342
862	0.4375019806
863	0.4373526184
864	0.4372168506
865	0.4371007555
866	0.4369925735
867	0.4368325637
868	0.436717798
869	0.4365802258
870	0.4364062694
871	0.4362512044
872	0.4361092451
873	0.435984537
874	0.4359341145
875	0.4357934292
876	0.4357372953
877	0.4356121371
878	0.4355005957
879	0.4353934272
880	0.4352628322
881	0.4351419097
882	0.4349903403
883	0.434852793
884	0.4347508421
885	0.4346595586
886	0.4345566686
887	0.4344276633
888	0.4342865358
889	0.4341622177
890	0.4340597846
891	0.4339158857
892	0.4338215652
893	0.4336955409
894	0.4335923893
895	0.4334423721
896	0.4333290476
897	0.4332181299
898	0.4330772812
899	0.4329491989
900	0.4328278569
901	0.4327053576
902	0.4325842294
903	0.4324872707
904	0.4323632485
905	0.4322384932
906	0.4321018843
907	0.4319654513
908	0.4318441527
909	0.4317064388
910	0.4315700102
911	0.4314755265
912	0.4313454275
913	0.4312544907
914	0.431108181
915	0.4309961643
916	0.4308751807
917	0.4307233877
918	0.4305821378
919	0.4304293828
920	0.4302584288
921	0.4301353995
922	0.4299858494
923	0.4298741767
924	0.4297801093
925	0.4296614077
926	0.4295655503
927	0.4294500984
928	0.4293031092
929	0.4291551578
930	0.4290527455
931	0.4289052344
932	0.4287797432
933	0.4286539554
934	0.4285319802
935	0.4284128113
936	0.4283118954
937	0.4282263001
938	0.4280809626
939	0.4279671287
940	0.4278801668
941	0.4277766246
942	0.4276532631
943	0.4275282108
944	0.4274059862
945	0.4272910838
946	0.4272096843
947	0.4271345557
948	0.4270222921
949	0.4269003946
950	0.4267655722
951	0.4266225113
952	0.4264727322
953	0.4263666924
954	0.4262969598
955	0.4261828768
956	0.4260625793
957	0.4259502594
958	0.425839305
959	0.4257109145
960	0.4255717473
961	0.4254418874
962	0.4253363756
963	0.4252290214
964	0.4251103395
965	0.42497913
966	0.424836523
967	0.4247223356
968	0.4245774858
969	0.4244299943
970	0.4243011571
971	0.4241920614
972	0.4240610362
973	0.4239568835
974	0.4238262468
975	0.423741096
976	0.4236523287
977	0.423522564
978	0.4233734365
979	0.4232584186
980	0.4231573181
981	0.423020716
982	0.4228526169
983	0.422747904
984	0.4226756028
985	0.4225470536
986	0.4224026647
987	0.4222512047
988	0.4221150376
989	0.4220351201
990	0.4219207257
991	0.4218021656
992	0.4217006071
993	0.4215492744
994	0.4214240827
995	0.4213184383
996	0.4212244937
997	0.4210872896
998	0.420939328
999	0.4208482331
