GENDER_GROUP,accuracy,recall,selection_rate,false_negative_rate,macro_dp_diff,macro_eo_diff
Female,0.9306800422516941,0.04085053820363508,0.005028198681796562,0.959149461796365,1.1615426723512838e-05,0.0101210050110477
Male,0.8998585371072622,0.03072953319258738,0.005016583255073049,0.9692704668074126,1.1615426723512838e-05,0.0101210050110477
