GENDER_GROUP,accuracy,recall,selection_rate,false_negative_rate
Female,0.6914205587848314,0.7522498676548438,0.34390037495289927,0.24775013234515617
Male,0.6937982192318208,0.7539291578700446,0.3576752535038813,0.24607084212995542
