GENDER_GROUP,accuracy,recall,selection_rate,false_negative_rate,macro_demographic_parity_diff,macro_equalized_odds_diff
Female,0.7535626702576489,0.7027527792482795,0.27482750313490273,0.2972472207517205,0.15356730909985433,0.1422280309909802
Male,0.6353704782396785,0.814567206192822,0.42839481223475706,0.18543279380717803,0.15356730909985433,0.1422280309909802
